replicon,type,subtype,sys_beg,sys_end,protein_in_syst,genes_count,name_of_profiles_in_sys,accession_in_sys,Superkingdom,phylum,class,order,family,genus,species,sys_id
GCF_023330905.1_NZ_CP091571,BREX,BREX_I,GCF_023330905.1_NZ_CP091571_04093,GCF_023330905.1_NZ_CP091571_04100,"GCF_023330905.1_NZ_CP091571_04093,GCF_023330905.1_NZ_CP091571_04094,GCF_023330905.1_NZ_CP091571_04095,GCF_023330905.1_NZ_CP091571_04096,GCF_023330905.1_NZ_CP091571_04099,GCF_023330905.1_NZ_CP091571_04100",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,INN74_RS20480,INN74_RS20485,INN74_RS20500,INN74_RS20505",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_023330905_NZ_CP091571_BREX_I_2
GCF_016756495.1_NZ_AP023244,BREX,BREX_I,GCF_016756495.1_NZ_AP023244_00299,GCF_016756495.1_NZ_AP023244_00304,"GCF_016756495.1_NZ_AP023244_00299,GCF_016756495.1_NZ_AP023244_00300,GCF_016756495.1_NZ_AP023244_00301,GCF_016756495.1_NZ_AP023244_00302,GCF_016756495.1_NZ_AP023244_00303,GCF_016756495.1_NZ_AP023244_00304",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_244731023.1,WP_199202186.1,JG746_RS35615,JG746_RS35620,JG746_RS35625,JG746_RS35630",Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium sp. 113-3-3,GCF_016756495_NZ_AP023244_BREX_I_2
GCF_003812105.1_NZ_CP033777,BREX,BREX_I,GCF_003812105.1_NZ_CP033777_00187,GCF_003812105.1_NZ_CP033777_00192,"GCF_003812105.1_NZ_CP033777_00187,GCF_003812105.1_NZ_CP033777_00188,GCF_003812105.1_NZ_CP033777_00189,GCF_003812105.1_NZ_CP033777_00190,GCF_003812105.1_NZ_CP033777_00191,GCF_003812105.1_NZ_CP033777_00192",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_086059677.1,WP_072679155.1,EGX99_RS02955,EGX99_RS02960,EGX99_RS02965,EGX99_RS02970",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,Klebsiella pneumoniae,GCF_003812105_NZ_CP033777_BREX_I_2
GCF_005519305.1_NZ_CP038023,BREX,BREX_I,GCF_005519305.1_NZ_CP038023_00002,GCF_005519305.1_NZ_CP038023_00075,"GCF_005519305.1_NZ_CP038023_00002,GCF_005519305.1_NZ_CP038023_00003,GCF_005519305.1_NZ_CP038023_00004,GCF_005519305.1_NZ_CP038023_00005,GCF_005519305.1_NZ_CP038023_00075",5,"BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819,BREX__brxL","E3H47_RS14120,E3H47_RS14125,WP_138000998.1,WP_138000999.1,E3H47_RS14510",Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter radioresistens,GCF_005519305_NZ_CP038023_BREX_I_1
GCF_001983995.1_NZ_CP019450,BREX,BREX_I,GCF_001983995.1_NZ_CP019450_02541,GCF_001983995.1_NZ_CP019450_02548,"GCF_001983995.1_NZ_CP019450_02541,GCF_001983995.1_NZ_CP019450_02542,GCF_001983995.1_NZ_CP019450_02543,GCF_001983995.1_NZ_CP019450_02546,GCF_001983995.1_NZ_CP019450_02547,GCF_001983995.1_NZ_CP019450_02548",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","BST95_RS12600,BST95_RS12605,BST95_RS12610,BST95_RS12625,WP_102106161.1,WP_084199906.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus japonicus,GCF_001983995_NZ_CP019450_BREX_I_2
GCF_012052225.1_NZ_CP050753,BREX,BREX_I,GCF_012052225.1_NZ_CP050753_04145,GCF_012052225.1_NZ_CP050753_04152,"GCF_012052225.1_NZ_CP050753_04145,GCF_012052225.1_NZ_CP050753_04146,GCF_012052225.1_NZ_CP050753_04147,GCF_012052225.1_NZ_CP050753_04148,GCF_012052225.1_NZ_CP050753_04151,GCF_012052225.1_NZ_CP050753_04152",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,HEC86_RS20665,HEC86_RS20670,HEC86_RS20685,HEC86_RS20690",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_012052225_NZ_CP050753_BREX_I_2
GCF_902381635.1_NZ_LR698954,BREX,BREX_I,GCF_902381635.1_NZ_LR698954_02014,GCF_902381635.1_NZ_LR698954_02021,"GCF_902381635.1_NZ_LR698954_02014,GCF_902381635.1_NZ_LR698954_02015,GCF_902381635.1_NZ_LR698954_02016,GCF_902381635.1_NZ_LR698954_02018,GCF_902381635.1_NZ_LR698954_02019,GCF_902381635.1_NZ_LR698954_02020,GCF_902381635.1_NZ_LR698954_02021",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","FXY97_RS10935,FXY97_RS10940,FXY97_RS10945,FXY97_RS10955,FXY97_RS10960,WP_014569900.1,WP_014569901.1",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,Lacticaseibacillus rhamnosus,GCF_902381635_NZ_LR698954_BREX_I_2
GCF_023330785.1_NZ_CP091556,BREX,BREX_I,GCF_023330785.1_NZ_CP091556_04023,GCF_023330785.1_NZ_CP091556_04030,"GCF_023330785.1_NZ_CP091556_04023,GCF_023330785.1_NZ_CP091556_04024,GCF_023330785.1_NZ_CP091556_04025,GCF_023330785.1_NZ_CP091556_04026,GCF_023330785.1_NZ_CP091556_04029,GCF_023330785.1_NZ_CP091556_04030",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,INN80_RS20130,INN80_RS20135,INN80_RS20150,INN80_RS20155",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_023330785_NZ_CP091556_BREX_I_2
GCF_006770345.1_NZ_CP021396,BREX,BREX,GCF_006770345.1_NZ_CP021396_01267,GCF_006770345.1_NZ_CP021396_01277,"GCF_006770345.1_NZ_CP021396_01267,GCF_006770345.1_NZ_CP021396_01268,GCF_006770345.1_NZ_CP021396_01271,GCF_006770345.1_NZ_CP021396_01274,GCF_006770345.1_NZ_CP021396_01275,GCF_006770345.1_NZ_CP021396_01276,GCF_006770345.1_NZ_CP021396_01277",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819,BREX__brxE","CBR67_RS06380,WP_142028349.1,WP_032972591.1,CBR67_RS06420,WP_032972584.1,WP_032972759.1,WP_032972582.1",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella hinzii,GCF_006770345_NZ_CP021396_BREX_1
GCF_014595995.2_NZ_CP063989,BREX,BREX_I,GCF_014595995.2_NZ_CP063989_01824,GCF_014595995.2_NZ_CP063989_01831,"GCF_014595995.2_NZ_CP063989_01824,GCF_014595995.2_NZ_CP063989_01825,GCF_014595995.2_NZ_CP063989_01828,GCF_014595995.2_NZ_CP063989_01829,GCF_014595995.2_NZ_CP063989_01830,GCF_014595995.2_NZ_CP063989_01831",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","ID810_RS09090,ID810_RS09095,ID810_RS09110,ID810_RS09115,WP_166855920.1,WP_196781493.1",Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Actinomyces,Actinomyces respiraculi,GCF_014595995_NZ_CP063989_BREX_I_2
GCF_001953175.1_NZ_CP018258,BREX,BREX_IV,GCF_001953175.1_NZ_CP018258_01976,GCF_001953175.1_NZ_CP018258_01980,"GCF_001953175.1_NZ_CP018258_01976,GCF_001953175.1_NZ_CP018258_01977,GCF_001953175.1_NZ_CP018258_01978,GCF_001953175.1_NZ_CP018258_01979,GCF_001953175.1_NZ_CP018258_01980",5,"BREX__brxL,BREX__pglZ4,BREX__brxC4,BREX__brxC4,BREX__brxP","Dform_RS09995,Dform_RS10000,WP_076004840.1,WP_076004841.1,WP_145925583.1",Bacteria,Chloroflexota,Dehalococcoidia,,,Dehalogenimonas,Dehalogenimonas formicexedens,GCF_001953175_NZ_CP018258_BREX_IV_1
GCF_002844395.1_NZ_CP025197,BREX,BREX_I,GCF_002844395.1_NZ_CP025197_00573,GCF_002844395.1_NZ_CP025197_00578,"GCF_002844395.1_NZ_CP025197_00573,GCF_002844395.1_NZ_CP025197_00574,GCF_002844395.1_NZ_CP025197_00575,GCF_002844395.1_NZ_CP025197_00576,GCF_002844395.1_NZ_CP025197_00577,GCF_002844395.1_NZ_CP025197_00578",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_101299013.1,WP_101299015.1,HVS_RS02805,HVS_RS02810,HVS_RS02815,HVS_RS02820",Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Acetivibrio saccincola,GCF_002844395_NZ_CP025197_BREX_I_2
GCF_021474305.1_NZ_CP090535,BREX,BREX_I,GCF_021474305.1_NZ_CP090535_04080,GCF_021474305.1_NZ_CP090535_04087,"GCF_021474305.1_NZ_CP090535_04080,GCF_021474305.1_NZ_CP090535_04081,GCF_021474305.1_NZ_CP090535_04082,GCF_021474305.1_NZ_CP090535_04083,GCF_021474305.1_NZ_CP090535_04086,GCF_021474305.1_NZ_CP090535_04087",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,L0F58_RS20415,L0F58_RS20420,L0F58_RS20435,L0F58_RS20440",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_021474305_NZ_CP090535_BREX_I_2
GCF_002868755.1_NZ_CP025586,BREX,BREX_I,GCF_002868755.1_NZ_CP025586_00454,GCF_002868755.1_NZ_CP025586_00463,"GCF_002868755.1_NZ_CP025586_00454,GCF_002868755.1_NZ_CP025586_00457,GCF_002868755.1_NZ_CP025586_00462,GCF_002868755.1_NZ_CP025586_00463",4,"BREX__pglZA,BREX__pglX1,BREX__brxB_DUF1788,BREX__brxA_DUF1819","C0V98_RS02335,C0V98_RS02350,WP_021357610.1,WP_102115572.1",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,GCF_002868755_NZ_CP025586_BREX_I_2
GCF_001477625.1_NZ_CP013692,BREX,BREX_III,GCF_001477625.1_NZ_CP013692_01215,GCF_001477625.1_NZ_CP013692_01219,"GCF_001477625.1_NZ_CP013692_01215,GCF_001477625.1_NZ_CP013692_01216,GCF_001477625.1_NZ_CP013692_01217,GCF_001477625.1_NZ_CP013692_01219",4,"BREX__pglZ3,BREX__brxHII,BREX__pglXI,BREX__brxF","AT984_RS05975,WP_058719311.1,WP_058719312.1,AT984_RS05995",Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,,Paucibacter,Paucibacter sp. KCTC 42545,GCF_001477625_NZ_CP013692_BREX_III_2
GCF_017377355.1_NZ_CP061799,BREX,BREX_IV,GCF_017377355.1_NZ_CP061799_01183,GCF_017377355.1_NZ_CP061799_01194,"GCF_017377355.1_NZ_CP061799_01183,GCF_017377355.1_NZ_CP061799_01193,GCF_017377355.1_NZ_CP061799_01194",3,"BREX__brxP,BREX__pglZ4,BREX__brxL","WP_207690836.1,WP_207690844.1,dnl_RS05990",Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema limicola,GCF_017377355_NZ_CP061799_BREX_IV_6
GCF_017377355.1_NZ_CP061799,BREX,BREX_III,GCF_017377355.1_NZ_CP061799_01406,GCF_017377355.1_NZ_CP061799_01411,"GCF_017377355.1_NZ_CP061799_01406,GCF_017377355.1_NZ_CP061799_01409,GCF_017377355.1_NZ_CP061799_01411",3,"BREX__pglZ3,BREX__pglXI,BREX__brxF","dnl_RS07065,WP_207691047.1,dnl_RS07090",Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema limicola,GCF_017377355_NZ_CP061799_BREX_III_5
GCF_017377355.1_NZ_CP061799,BREX,BREX_I,GCF_017377355.1_NZ_CP061799_04108,GCF_017377355.1_NZ_CP061799_04117,"GCF_017377355.1_NZ_CP061799_04108,GCF_017377355.1_NZ_CP061799_04109,GCF_017377355.1_NZ_CP061799_04110,GCF_017377355.1_NZ_CP061799_04113,GCF_017377355.1_NZ_CP061799_04116,GCF_017377355.1_NZ_CP061799_04117",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_207688110.1,WP_207688111.1,dnl_RS20625,dnl_RS20640,dnl_RS20655,dnl_RS20660",Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema limicola,GCF_017377355_NZ_CP061799_BREX_I_3
GCF_017377355.1_NZ_CP061799,BREX,BREX_I,GCF_017377355.1_NZ_CP061799_05248,GCF_017377355.1_NZ_CP061799_05253,"GCF_017377355.1_NZ_CP061799_05248,GCF_017377355.1_NZ_CP061799_05251,GCF_017377355.1_NZ_CP061799_05253",3,"BREX__pglX1,BREX__brxC,BREX__brxA_DUF1819","dnl_RS26370,dnl_RS26385,WP_207689228.1",Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema limicola,GCF_017377355_NZ_CP061799_BREX_I_4
GCF_000062885.1_NC_009142,BREX,BREX_II,GCF_000062885.1_NC_009142_05068,GCF_000062885.1_NC_009142_05073,"GCF_000062885.1_NC_009142_05068,GCF_000062885.1_NC_009142_05069,GCF_000062885.1_NC_009142_05070,GCF_000062885.1_NC_009142_05071,GCF_000062885.1_NC_009142_05072,GCF_000062885.1_NC_009142_05073",6,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2,BREX__pglW","WP_031334450.1,SACE_RS24735,SACE_RS24740,WP_009942486.1,SACE_RS24750,SACE_RS24755",Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharopolyspora,Saccharopolyspora erythraea,GCF_000062885_NC_009142_BREX_II_2
GCF_001020725.2_NZ_CP017687,BREX,BREX_I,GCF_001020725.2_NZ_CP017687_01411,GCF_001020725.2_NZ_CP017687_01418,"GCF_001020725.2_NZ_CP017687_01411,GCF_001020725.2_NZ_CP017687_01412,GCF_001020725.2_NZ_CP017687_01416,GCF_001020725.2_NZ_CP017687_01417,GCF_001020725.2_NZ_CP017687_01418",5,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788","AA042_RS07085,AA042_RS07090,WP_047283134.1,AA042_RS07115,WP_047283136.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lundensis,GCF_001020725_NZ_CP017687_BREX_I_2
GCF_016126855.1_NZ_CP065939,BREX,BREX_I,GCF_016126855.1_NZ_CP065939_00611,GCF_016126855.1_NZ_CP065939_00620,"GCF_016126855.1_NZ_CP065939_00611,GCF_016126855.1_NZ_CP065939_00612,GCF_016126855.1_NZ_CP065939_00613,GCF_016126855.1_NZ_CP065939_00616,GCF_016126855.1_NZ_CP065939_00618,GCF_016126855.1_NZ_CP065939_00619,GCF_016126855.1_NZ_CP065939_00620",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","JDC97_RS03060,JDC97_RS03065,JDC97_RS03070,JDC97_RS03085,JDC97_RS03095,WP_001201808.1,WP_039268699.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,Enterobacter hormaechei,GCF_016126855_NZ_CP065939_BREX_I_2
GCF_000328705.1_NC_019673,BREX,BREX_II,GCF_000328705.1_NC_019673_01839,GCF_000328705.1_NC_019673_01847,"GCF_000328705.1_NC_019673_01839,GCF_000328705.1_NC_019673_01840,GCF_000328705.1_NC_019673_01841,GCF_000328705.1_NC_019673_01842,GCF_000328705.1_NC_019673_01847",5,"BREX__brxHI,BREX__brxD,BREX__pglZ2,BREX__pglY,BREX__pglX2","WP_015099259.1,BN6_RS08975,BN6_RS08980,WP_015099262.1,BN6_RS09010",Bacteria,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Saccharothrix,Saccharothrix espanaensis,GCF_000328705_NC_019673_BREX_II_2
GCF_002741035.1_NZ_CP016808,BREX,BREX_I,GCF_002741035.1_NZ_CP016808_00747,GCF_002741035.1_NZ_CP016808_00753,"GCF_002741035.1_NZ_CP016808_00747,GCF_002741035.1_NZ_CP016808_00750,GCF_002741035.1_NZ_CP016808_00751,GCF_002741035.1_NZ_CP016808_00752,GCF_002741035.1_NZ_CP016808_00753",5,"BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","BBD42_RS03720,BBD42_RS03735,BBD42_RS03740,WP_099517057.1,WP_099517058.1",Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus sp. BIHB 4019,GCF_002741035_NZ_CP016808_BREX_I_2
GCF_018449005.1_NZ_CP075177,BREX,BREX_I,GCF_018449005.1_NZ_CP075177_03209,GCF_018449005.1_NZ_CP075177_03216,"GCF_018449005.1_NZ_CP075177_03209,GCF_018449005.1_NZ_CP075177_03210,GCF_018449005.1_NZ_CP075177_03211,GCF_018449005.1_NZ_CP075177_03215,GCF_018449005.1_NZ_CP075177_03216",5,"BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZB,BREX__brxL","WP_047283136.1,KIN24_RS15960,WP_047283134.1,KIN24_RS15985,KIN24_RS15990",Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas lundensis,GCF_018449005_NZ_CP075177_BREX_I_2
GCF_000233715.2_NC_021184,BREX,BREX_I,GCF_000233715.2_NC_021184_01164,GCF_000233715.2_NC_021184_01170,"GCF_000233715.2_NC_021184_01164,GCF_000233715.2_NC_021184_01165,GCF_000233715.2_NC_021184_01166,GCF_000233715.2_NC_021184_01167,GCF_000233715.2_NC_021184_01170",5,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA","WP_041285244.1,WP_006523744.1,DESGI_RS05700,DESGI_RS05705,DESGI_RS05720",Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Desulfoscipio gibsoniae,GCF_000233715_NC_021184_BREX_I_2
GCF_003024155.1_NZ_CP028136,BREX,BREX_I,GCF_003024155.1_NZ_CP028136_01108,GCF_003024155.1_NZ_CP028136_01111,"GCF_003024155.1_NZ_CP028136_01108,GCF_003024155.1_NZ_CP028136_01109,GCF_003024155.1_NZ_CP028136_01110,GCF_003024155.1_NZ_CP028136_01111",4,"BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","C7S20_RS05580,C7S20_RS05585,WP_107011558.1,WP_107011559.1",Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Christiangramia,Christiangramia fulva,GCF_003024155_NZ_CP028136_BREX_I_1
GCF_017377395.1_NZ_CP061800,BREX,BREX_IV,GCF_017377395.1_NZ_CP061800_03470,GCF_017377395.1_NZ_CP061800_03473,"GCF_017377395.1_NZ_CP061800_03470,GCF_017377395.1_NZ_CP061800_03471,GCF_017377395.1_NZ_CP061800_03472,GCF_017377395.1_NZ_CP061800_03473",4,"BREX__brxP,BREX__brxC4,BREX__pglZ4,BREX__brxL","WP_207678197.1,WP_207678198.1,dnm_RS17470,dnm_RS17475",Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Desulfonema magnum,GCF_017377395_NZ_CP061800_BREX_IV_1
GCF_015697805.1_NZ_CP061124,BREX,BREX_I,GCF_015697805.1_NZ_CP061124_04128,GCF_015697805.1_NZ_CP061124_04135,"GCF_015697805.1_NZ_CP061124_04128,GCF_015697805.1_NZ_CP061124_04129,GCF_015697805.1_NZ_CP061124_04130,GCF_015697805.1_NZ_CP061124_04131,GCF_015697805.1_NZ_CP061124_04134,GCF_015697805.1_NZ_CP061124_04135",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglZA,BREX__brxL","WP_001740084.1,WP_000566905.1,IBY95_RS20575,IBY95_RS20580,IBY95_RS20595,IBY95_RS20600",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica,GCF_015697805_NZ_CP061124_BREX_I_2
GCF_002285935.1_NZ_CP023141,BREX,BREX_I,GCF_002285935.1_NZ_CP023141_03762,GCF_002285935.1_NZ_CP023141_03771,"GCF_002285935.1_NZ_CP023141_03762,GCF_002285935.1_NZ_CP023141_03763,GCF_002285935.1_NZ_CP023141_03766,GCF_002285935.1_NZ_CP023141_03767,GCF_002285935.1_NZ_CP023141_03769,GCF_002285935.1_NZ_CP023141_03770,GCF_002285935.1_NZ_CP023141_03771",7,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","CK627_RS18830,CK627_RS18835,CK627_RS18850,CK627_RS18855,CK627_RS18865,WP_095593102.1,WP_095593103.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,Aeromonas dhakensis,GCF_002285935_NZ_CP023141_BREX_I_2
GCF_006228565.1_NZ_CP031054,BREX,BREX_III,GCF_006228565.1_NZ_CP031054_00696,GCF_006228565.1_NZ_CP031054_00700,"GCF_006228565.1_NZ_CP031054_00696,GCF_006228565.1_NZ_CP031054_00697,GCF_006228565.1_NZ_CP031054_00698,GCF_006228565.1_NZ_CP031054_00699,GCF_006228565.1_NZ_CP031054_00700",5,"BREX__brxF,BREX__brxC,BREX__pglXI,BREX__brxHII,BREX__pglZ3","MothHH_RS03495,WP_011392173.1,WP_080996766.1,WP_011392175.1,WP_053104346.1",Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Moorella,Moorella thermoacetica,GCF_006228565_NZ_CP031054_BREX_III_4
GCF_006228565.1_NZ_CP031054,BREX,BREX_I,GCF_006228565.1_NZ_CP031054_02400,GCF_006228565.1_NZ_CP031054_02406,"GCF_006228565.1_NZ_CP031054_02400,GCF_006228565.1_NZ_CP031054_02401,GCF_006228565.1_NZ_CP031054_02405,GCF_006228565.1_NZ_CP031054_02406",4,"BREX__brxL,BREX__pglZB,BREX__pglX1,BREX__brxC","MothHH_RS11970,MothHH_RS11975,WP_011393724.1,MothHH_RS12000",Bacteria,Bacillota,Clostridia,Moorellales,Moorellaceae,Moorella,Moorella thermoacetica,GCF_006228565_NZ_CP031054_BREX_I_3
GCF_003956165.1_NZ_CP025856,BREX,BREX_I,GCF_003956165.1_NZ_CP025856_02219,GCF_003956165.1_NZ_CP025856_02226,"GCF_003956165.1_NZ_CP025856_02219,GCF_003956165.1_NZ_CP025856_02220,GCF_003956165.1_NZ_CP025856_02221,GCF_003956165.1_NZ_CP025856_02225,GCF_003956165.1_NZ_CP025856_02226",5,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglZA,BREX__brxL","WP_023982161.1,WP_000566901.1,CXV93_RS11240,CXV93_RS11260,CXV93_RS11265",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_003956165_NZ_CP025856_BREX_I_2
GCF_000300255.2_NC_020913,BREX,BREX_IV,GCF_000300255.2_NC_020913_00674,GCF_000300255.2_NC_020913_00680,"GCF_000300255.2_NC_020913_00674,GCF_000300255.2_NC_020913_00675,GCF_000300255.2_NC_020913_00679,GCF_000300255.2_NC_020913_00680",4,"BREX__brxL,BREX__pglZ4,BREX__brxC4,BREX__brxP","WP_015504569.1,MMALV_RS03350,WP_015504574.1,WP_015504575.1",Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Candidatus Methanomethylophilaceae,Candidatus Methanomethylophilus,Candidatus Methanomethylophilus alvus,GCF_000300255_NC_020913_BREX_IV_1
GCF_003966425.1_NZ_AP018796,BREX,BREX_I,GCF_003966425.1_NZ_AP018796_05436,GCF_003966425.1_NZ_AP018796_05441,"GCF_003966425.1_NZ_AP018796_05436,GCF_003966425.1_NZ_AP018796_05437,GCF_003966425.1_NZ_AP018796_05438,GCF_003966425.1_NZ_AP018796_05439,GCF_003966425.1_NZ_AP018796_05440,GCF_003966425.1_NZ_AP018796_05441",6,"BREX__brxL,BREX__pglZA,BREX__pglX1,BREX__brxC,BREX__brxB_DUF1788,BREX__brxA_DUF1819","MCREHEC_RS27495,MCREHEC_RS27500,MCREHEC_RS27505,MCREHEC_RS27510,WP_000566901.1,WP_023982161.1",Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,GCF_003966425_NZ_AP018796_BREX_I_2
GCF_016812075.1_NZ_CP069168,BREX,BREX_I,GCF_016812075.1_NZ_CP069168_00728,GCF_016812075.1_NZ_CP069168_00734,"GCF_016812075.1_NZ_CP069168_00728,GCF_016812075.1_NZ_CP069168_00729,GCF_016812075.1_NZ_CP069168_00730,GCF_016812075.1_NZ_CP069168_00731,GCF_016812075.1_NZ_CP069168_00733,GCF_016812075.1_NZ_CP069168_00734",6,"BREX__brxA_DUF1819,BREX__brxB_DUF1788,BREX__brxC,BREX__pglX1,BREX__pglX1,BREX__pglZA","WP_047672901.1,WP_021357610.1,JNO58_RS03645,JNO58_RS03650,JNO58_RS03660,JNO58_RS03665",Bacteria,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,Lactiplantibacillus plantarum,GCF_016812075_NZ_CP069168_BREX_I_2
